"State Name","State","Jurisdiction Name","Jurisdiction Type","Fiscal Year Ending","Program Name","Program Purpose","Statutory Authority","Abating Jurisdictions","Applicable Taxes","Abatement Method","Recapture Provisions","Gross Revenue Loss","Reimbursement","Net Revenue Loss","Type of Loss","Disclosure Notes","Document Source"
"South Dakota","SD","South Dakota","State","2018","Reinvestment Payment Program","Job Creation/Retention","SDCL 1-16G-56 to 1-16G-68","State of South Dakota","Sales and Use Tax","Tax Rebate","No recapture provisions as taxes are abated after costs have been incurred or targets have been reached (i.e. performance-based awards).","$10,736,062","$0","$10,736,062","Active","(none)",""
"South Dakota","SD","Yankton School District 63-3","School district","2018","Urban Renewal and Economic Development Projects","General Economic Development","(not specified)","City of Yankton, South Dakota","Property Tax","(not specified)","(not specified)","$32,126","$0","$32,126","Passive","(none)",""
"Tennessee","TN","City of Chattanooga","Municipality","2018","Downtown Housing Development","Affordable Housing","Resolution No. 27968","Chattanooga, Tennessee","Property Tax","Property tax freeze; Payment in lieu of Taxes (Payment In Lieu of Taxes (PILOT))","(no provisions for recapture)","$173,152","$0","$173,152","Active","(none)","https://chattanooga.gov/finance/finance-division/acfr"
"Tennessee","TN","City of Chattanooga","Municipality","2018","Commercial and Industrial Development","General Economic Development","(not specified)","Chattanooga, Tennessee","Property Tax","Payment In Lieu of Taxes (PILOT)","Yes","$13,868,559","$0","$13,868,559","Active","(none)","https://chattanooga.gov/finance/finance-division/acfr"
"Tennessee","TN","City of Clarksville","Municipality","2018","Community Development Agreements","Affordable Housing","Various","Clarksville, Tennessee","Real and Personal Property Tax","Payment In Lieu of Taxes (PILOT)","(no provisions for recapture)","$59,392","$0","$59,392","Active","(none)","https://www.cityofclarksville.com/967/Annual-Comprehensive-Financial-Reports"
"Tennessee","TN","City of Clarksville","Municipality","2018","Economic Development: Tax Increment Financing","General Economic Development","TCA Section 7-53-102; TCA 305(b)(1)(A); the Clarksville City Council Resolution 66-1995-96","Clarksville, Tennessee","Property Tax","Tax Increment Financing (TIF)","(no provisions for recapture)","$52,256","$0","$52,256","Active","(none)","https://www.cityofclarksville.com/967/Annual-Comprehensive-Financial-Reports"
"Tennessee","TN","City of Clarksville","Municipality","2018","Economic Development: Commercial and Industrial Development","General Economic Development","TCA Section 7-53-102; TCA 305(b)(1)(A); the Clarksville City Council Resolution 66-1995-96","Clarksville, Tennessee","Property Tax","Payment In Lieu of Taxes (PILOT)","(no provisions for recapture)","$63,185","$0","$63,185","Active","(none)","https://www.cityofclarksville.com/967/Annual-Comprehensive-Financial-Reports"
"Tennessee","TN","City of Knoxville","Municipality","2018","Knoxville Community Development Corporation","Affordable Housing","Tennessee Code Annotated Section 7-53-101","Knoxville","Property Tax","Tax Increment Financing (TIF)","(not specified)","$1,975,967","$0","$1,975,967","Active","Includes 29 TIF agreements",""
"Tennessee","TN","City of Knoxville","Municipality","2018","Payment In Lieu of Taxes (PILOT)","General Economic Development","Tennessee Code Annotated Section 7-53-305","Knoxville","Property Tax","Payment In Lieu of Taxes (PILOT)","No","$2,992,428","$0","$2,992,428","Active","Includes 33 PILOTS. The Cityâ€™s PILOT agreements do not contain clawback or recapture provisions based on performance goals. In the event of default, the City may clawback property or personal taxes that would have been otherwise owed.",""
"Tennessee","TN","City of Memphis","Municipality","2018","Health, Housing and Education Facilities Board Tax Abatements","Affordable Housing","Tennessee Code Annotated Section 48-101-301","City of Memphis","Real and Personal Property Tax","Payment In Lieu of Taxes (PILOT)","(no provisions for recapture)","$2,557,000","$0","$2,557,000","Active","(none)",""
"Tennessee","TN","City of Memphis","Municipality","2018","Various PILOTS: Administered by Economic Development Growth Engine (Industrial Development Board)","General Economic Development","Tennessee Code Annotated Section 7-53-101","Economic development Growth Engine Industrial Development Board of the City of Memphis and County of Shelby, Tennessee (EDGE)","Real and Personal Property Tax","Payment In Lieu of Taxes (PILOT)","(no provisions for recapture)","$10,237,000","$0","$10,237,000","Active","Programs Administered by Economic Development Growth Engine (Industrial Development Board); Includes Community Builder PILOT, Destination Retail PILOT, Expansion PILOT, Fast Trak PILOT, Jobs PILOT, and Residential PILOT",""
"Tennessee","TN","City of Memphis","Municipality","2018","Downtown Memphis Commission: PILOT","Real estate development (commercial)","Tennessee Code Annotated Section 7-53-102","City of Memphis","Real and Personal Property Tax","Payment In Lieu of Taxes (PILOT)","(no provisions for recapture)","$3,949,000","$0","$3,949,000","Active","(none)",""
"Tennessee","TN","City of Nashville and Davidson County","City/County","2018","Vaious Payment In Lieu of Taxes (PILOT)","General Economic Development","Tennessee Code Annotated (TCA) Section 7-53-305","City of Nashville and Davidson County","Property Tax","Payment In Lieu of Taxes (PILOT)","(no provisions for recapture)","$6,605,724","$0","$6,605,724","Active","See CAFR for company specific details","https://www.nashville.gov/departments/finance/accounting/comprehensive-financial-reports"
"Tennessee","TN","Hamilton County","County","2018","Housing Development","Affordable Housing","Tennessee Code Annotated Section 7-53-102","Hamilton County","Property Tax","Payment In Lieu of Taxes (PILOT)","Yes","$284,581","$0","$284,581","Active","(none)","https://www.hamiltontn.gov/Department_Accounting.aspx"
"Tennessee","TN","Hamilton County","County","2018","Economic Development: Tax Increment Financing","General Economic Development","Tennessee Code Annotated Section 7-53-102","Hamilton County","Property Tax","Tax Increment Financing (TIF)","(no provisions for recapture)","$90,285","$0","$90,285","Active","(none)","https://www.hamiltontn.gov/Department_Accounting.aspx"
"Tennessee","TN","Hamilton County","County","2018","Economic Development: Commercial and Industrial Development","General Economic Development","Tennessee Code Annotated Section 7-53-102","Hamilton County","Property Tax","Payment In Lieu of Taxes (PILOT)","Yes","$11,059,446","$0","$11,059,446","Active","(none)","https://www.hamiltontn.gov/Department_Accounting.aspx"
"Tennessee","TN","Knox County","County","2018","Economic Development: Tax Increment Financing","General Economic Development","Tennessee Code Annotated Section 7-53-101","Knox County","Property Tax","Tax Increment Financing (TIF)","Yes","$1,706,860","$0","$1,706,860","Active","Includes 27 TIF agreements","https://www.knoxcounty.org/finance/annual_reports.php"
"Tennessee","TN","Knox County","County","2018","Payment In Lieu of Taxes (PILOT)","General Economic Development","Tennessee Code Annotated Section 7-53-101","Knox County","Property Tax","Payment In Lieu of Taxes (PILOT)","Yes","$3,879,243","$0","$3,879,243","Active","Includes 42 PILOTS that ""are all similar in nature incorporating the requirements mentioned above which include renovating buildings for the betterment and welfare of the citizens of the communities where they are located.""","https://www.knoxcounty.org/finance/annual_reports.php"
"Tennessee","TN","Shelby County","County","2018","Finance Corporation Tax Abatements","Construction/rehabilitation","Tennessee Code Annotated Section 7-53-102; 48-101-312","Shelby County, Tennessee","Property Tax","Payment In Lieu of Taxes (PILOT)","(no provisions for recapture)","$10,350,591","$0","$10,350,591","Active","(none)","https://www.shelbycountytn.gov/1311/Comprehensive-Annual-Financial-Reports"
"Tennessee","TN","Shelby County","County","2018","EDGE Tax Abatements","General Economic Development","Tennessee Code Annotated Section 7-53-101;  48-101-312","Economic development Growth Engine Industrial Development Board of the City of Memphis and County of Shelby, Tennessee (EDGE)","Property Tax","Payment In Lieu of Taxes (PILOT)","(no provisions for recapture)","$21,507,569","$0","$21,507,569","Active","(none)","https://www.shelbycountytn.gov/1311/Comprehensive-Annual-Financial-Reports"
"Tennessee","TN","Shelby County","County","2018","Health, Housing, and Education Facilities Board Tax Abatements","Health services","Tennessee Code Annotated Section 48-101-301","Shelby County, Tennessee","Property Tax","Payment In Lieu of Taxes (PILOT)","(no provisions for recapture)","$4,943,259","$0","$4,943,259","Active","(none)","https://www.shelbycountytn.gov/1311/Comprehensive-Annual-Financial-Reports"
"Tennessee","TN","Shelby County","County","2018","Tax Abatement Agreements Entered into by Industrial Development Board of Various Municipal Governments","General Economic Development","Tennessee Code Annotated Section 7-53-305","Industrial Development Board of Germantown","Property Tax","(not specified)","(no provisions for recapture)","$167,018","$0","$167,018","Passive","(none)","https://www.shelbycountytn.gov/1311/Comprehensive-Annual-Financial-Reports"
"Tennessee","TN","Shelby County","County","2018","Tax Abatement Agreements Entered into by Industrial Development Board of Various Municipal Governments","General Economic Development","Tennessee Code Annotated Section 7-53-305","Industrial Development Board of Millington","Property Tax","(not specified)","(no provisions for recapture)","$231,245","$0","$231,245","Passive","(none)","https://www.shelbycountytn.gov/1311/Comprehensive-Annual-Financial-Reports"
"Tennessee","TN","Shelby County","County","2018","Tax Abatement Agreements Entered into by Industrial Development Board of Various Municipal Governments","General Economic Development","Tennessee Code Annotated Section 7-53-305","Industrial Development Board of Arlington","Property Tax","(not specified)","(no provisions for recapture)","$453,426","$0","$453,426","Passive","(none)","https://www.shelbycountytn.gov/1311/Comprehensive-Annual-Financial-Reports"
"Tennessee","TN","Shelby County","County","2018","Tax Abatement Agreements Entered into by Industrial Development Board of Various Municipal Governments","General Economic Development","Tennessee Code Annotated Section 7-53-305","Industrial Development Board of Bartlett","Property Tax","(not specified)","(no provisions for recapture)","$1,238,645","$0","$1,238,645","Passive","(none)","https://www.shelbycountytn.gov/1311/Comprehensive-Annual-Financial-Reports"
"Tennessee","TN","Shelby County","County","2018","Tax Abatement Agreements Entered into by Industrial Development Board of Various Municipal Governments","General Economic Development","Tennessee Code Annotated Section 7-53-305","Industrial Development Board of Collierville","Property Tax","(not specified)","(no provisions for recapture)","$3,242,536","$0","$3,242,536","Passive","(none)","https://www.shelbycountytn.gov/1311/Comprehensive-Annual-Financial-Reports"
"Tennessee","TN","Tennessee","State","2018","Community Investment Program","Affordable Housing","TCA 67-4-2109","State of Tennessee","Franchise Tax; Excise Tax","Tax Credit","(not specified)","$20,848,000","$0","$20,848,000","Active","(none)","https://www.tn.gov/finance/rd-doa/fa-accfin-ar.html"
"Tennessee","TN","Tennessee","State","2018","Headquarters and Other Qualified Facilities Program","Business attraction/retention/expansion","TCA 67-6-224 and TCA 67-6-232","State of Tennessee","Sales and Use Tax","Tax Credit","TCA 67-6-224 and TCA 67-6-232 provide clawback provisions if the qualified facility does not maintain the required fulltime staff positions, or is not utilized as a headquarters facility or facility to support an emerging industry or a major cultural attraction for a period of at least ten (10) years.","$2,850,000","$0","$2,850,000","Active","(none)","https://www.tn.gov/finance/rd-doa/fa-accfin-ar.html"
"Tennessee","TN","Tennessee","State","2018","Job Creation Program","Job Creation/Retention","TCA 67-4-2109","State of Tennessee","Franchise Tax; Excise Tax","Tax Credit","(not specified)","$71,051,000","$0","$71,051,000","Active","(none)","https://www.tn.gov/finance/rd-doa/fa-accfin-ar.html"
"Tennessee","TN","Tennessee","State","2018","Industrial Machinery Program","Manufacturing development","TCA 67-4-2009","State of Tennessee","Franchise Tax; Excise Tax","Tax Credit","Recapture provisions provide that, if the required purchase amount of equipment is not met during the investment period, the taxpayer shall be subject to an assessment equal to the amount of the credit taken for which the taxpayer failed to qualify plus interest.","$41,342,000","$0","$41,342,000","Active","(none)","https://www.tn.gov/finance/rd-doa/fa-accfin-ar.html"
"Texas","TX","Bexar County","County","2018","Various Property Tax Abatements Agreements","General Economic Development","Property Redevelopment and Tax Abatement Act","Bexar County,  Texas","Property Tax","Tax Abatement","If the employment and/or capital investment level commitments are not met, taxes previously abated are subject to recapture by the County.","$2,054,563","$0","$2,054,563","Active","CAFR provided breakdown by unnamed recipients.",""
"Texas","TX","City of Arlington","Municipality","2018","Tax Abatement - Recruitment","Business attraction/retention/expansion","Chapter 312 of the Texas Tax Code; Cityâ€šÃ„Ã´s Policy Statement for Tax Abatement; VTCA Local Government Code Chapter 380; Cityâ€šÃ„Ã´s Chapter 380 Economic Development Programs Policies and Procedures","City of Arlington","Property Tax; Sales Tax; Hotel Occupancy Tax","(not specified)","the agreement enters a breach status, and the City provides a 30-60-day cure period. If the recipient fails to cure the breach, the City may terminate the abatement agreement and recapture any taxes abated per the terms of the agreement","$198,372","$0","$198,372","Active","(none)",""
"Texas","TX","City of Arlington","Municipality","2018","Tax Abatement - Retention","Business attraction/retention/expansion","Chapter 312 of the Texas Tax Code; Cityâ€šÃ„Ã´s Policy Statement for Tax Abatement; VTCA Local Government Code Chapter 380; Cityâ€šÃ„Ã´s Chapter 380 Economic Development Programs Policies and Procedures","City of Arlington","Property Tax; Sales Tax; Hotel Occupancy Tax","(not specified)","the agreement enters a breach status, and the City provides a 30-60-day cure period. If the recipient fails to cure the breach, the City may terminate the abatement agreement and recapture any taxes abated per the terms of the agreement","$3,895,735","$0","$3,895,735","Active","(none)",""
"Texas","TX","City of Arlington","Municipality","2018","Tax Abatement - Development and Redevelopment","General Economic Development","Chapter 312 of the Texas Tax Code; Cityâ€šÃ„Ã´s Policy Statement for Tax Abatement; VTCA Local Government Code Chapter 380; Cityâ€šÃ„Ã´s Chapter 380 Economic Development Programs Policies and Procedures","City of Arlington","Property Tax; Sales Tax; Hotel Occupancy Tax","(not specified)","the agreement enters a breach status, and the City provides a 30-60-day cure period. If the recipient fails to cure the breach, the City may terminate the abatement agreement and recapture any taxes abated per the terms of the agreement","$103,767","$0","$103,767","Active","(none)",""
"Texas","TX","City of Austin","Municipality","2018","Chapter 380 Performance Based Economic Development Incentive Program","General Economic Development","Chapter 380 of the Texas Local Government Code","Austin, Texas","property taxes, sales taxes","Tax Abatement","(not specified)","$10,200,000","$0","$10,200,000","Active","(none)","https://www.austintexas.gov/service/current-annual-comprehensive-financial-report"
"Texas","TX","City of Corpus Christi","Municipality","2018","Chapter 380 Economic Development Incentive Agreements","General Economic Development","Article III, Section 52-z of the Texas Constitution; Chapter 380 of the Texas Local Government Code (Chapter 380)","City of Corpus Christi","Property Tax; Sales Tax; Hotel Occupancy Tax","(not specified)","(not specified)","$1,259,199","$0","$1,259,199","Active","(none)",""
"Texas","TX","City of Corpus Christi","Municipality","2018","Property Tax Abatements","Job Creation/Retention","Chapter 312 of the Texas Tax Code","City of Corpus Christi","Property Tax","(not specified)","(not specified)","$182,336","$0","$182,336","Active","(none)",""
"Texas","TX","City of Dallas","Municipality","2018","Historic Preservation","General Economic Development","Dallas City Code, Article XI, ""Historic Preservation Tax Exemptions and Economic Development Incentives for Historic Properties.""","Dallas","Property Tax","Tax Abatement","(not specified)","$1,534,000","$0","$1,534,000","Active","(none)","https://dallascityhall.com/departments/budget/financialtransparency/Pages/annualreport.aspx"
"Texas","TX","City of Dallas","Municipality","2018","Tax Increment Financing","General Economic Development","Texas Tax Code Chapter 311, ""Tax Increment Financing Act.""","Dallas , Texas","Real Property Tax","Tax refund","TIF incentives may or may not have a recapture provision. Each project is negotiated separately.","$30,039,000","$0","$30,039,000","Active","Receipients available in CAFR","https://dallascityhall.com/departments/budget/financialtransparency/Pages/annualreport.aspx"
"Texas","TX","City of Dallas","Municipality","2018","Public Private Partnership (PPP) Program","Job Creation/Retention","Texas Tax Code Chapter 312","City of Dallas","Real and/or Business Personal Tax; Retail Sales Taxes; Hotel Occupancy Tax","Tax refund","If there is failure to comply with the agreement and in the case of default, all taxes which otherwise would have been paid to the City without the benefit of tax abatement, including interest and penalties thereon, will become a debt to the City and shall become due.","$9,734,000","$0","$9,734,000","Active","(none)","https://dallascityhall.com/departments/budget/financialtransparency/Pages/annualreport.aspx"
"Texas","TX","City of El Paso","Municipality","2018","Multi-Family 380 Agreements","Affordable Housing","Chapter 380 of the Texas Local Government Code","City of El Paso","Property Tax","(not specified)","(N/A - performance-based)","$537,293","$0","$537,293","Active","(none)",""
"Texas","TX","City of El Paso","Municipality","2018","Infill Development Incentive Agreements","Construction/rehabilitation","Chapter 380 of the Texas Local Government Code; State of Texas Property Redevelopment and Tax Abatement Act, Chapter 312 of the Texas Tax Code","City of El Paso","Construction Sales and Use Tax","(not specified)","Agreement termination; recapture; penalty payments","$33,726","$0","$33,726","Active","(none)",""
"Texas","TX","City of El Paso","Municipality","2018","Sustainable City Center Incentives","General Economic Development","Subsection 20.10.280(C) of the City Code","City of El Paso","Property Tax; Retail Sales and Use Tax","(not specified)","Agreement termination; recapture; penalty payments","$36,526","$0","$36,526","Active","already sunset",""
"Texas","TX","City of El Paso","Municipality","2018","Tax Abatement 380 Agreements","General Economic Development","Chapter 380 of the Texas Local Government Code","City of El Paso","Property Tax; Sales and Use Tax; Hotel Occupancy Tax; Grants","(not specified)","(not specified)","$4,715,528","$0","$4,715,528","Active","Receipients available in CAFR",""
"Texas","TX","City of El Paso","Municipality","2018","Impact Fund 380 Agreements","Job Creation/Retention","Chapter 380 of the Texas Local Government Code; Section 213.002 of the Texas Local Government Code).","City of El Paso","Fund","(not specified)","(not specified)","$4,042,002","$0","$4,042,002","Active","(none)",""
"Texas","TX","City of Fort Worth","Municipality","2018","Economic Development Program Grant Agreements","Business attraction/retention/expansion","Chapter 380 of the Texas Local Government Code","City of Fort Worth","Real Property Tax; Business Personal Property Tax; Sales Tax; Hotel Occupancy Tax","(not specified)","Agreement termination","$15,851,360","$0","$15,851,360","Active","(none)",""
"Texas","TX","City of Fort Worth","Municipality","2018","Neighborhood Empowerment Zones (EZ)","General Economic Development (EZ)","Chapter 378 of the Texas Local Government Code","City of Fort Worth","Property Tax","(not specified)","Agreement termination","$228,199","$0","$228,199","Active","(none)",""
"Texas","TX","City of Fort Worth","Municipality","2018","Tax Abatement Agreements","Residential tax relief","Chapter 312 of the Texas Tax Code","City of Fort Worth","Real Property Tax; Business Personal Property Tax","(not specified)","Agreement termination","$1,661,822","$0","$1,661,822","Active","(none)",""
"Texas","TX","City of Garland","Municipality","2018","Tax Rebate - Chapter 380","General Economic Development","Chapter 380 of the Texas Local Government Code","City of Garland","Property Tax Tax; Business Personal Property Tax; Sales Tax","(not specified)","Agreement termination; repayment","$1,816,761","$0","$1,816,761","Active","15 active agreements",""
"Texas","TX","City of Houston","Municipality","2018","Chapter 312","General Economic Development","Property Redevelopment and Tax Abatement Act, Chapter 312","Houston, Texas","Property Tax","(not specified)","(not specified)","$1,214,427","$0","$1,214,427","Active","(none)","https://www.houstontx.gov/controller/acfr.html"
"Texas","TX","City of Houston","Municipality","2018","Tax Increm Reinvest Zone (TIRZ)","General Economic Development","Property Redevelopment and Tax Abatement Act, Chapter 312","Houston, Texas","Property Tax","Tax diversion","(not specified)","$139,600,000","$0","$139,600,000","Active","(none)","https://www.houstontx.gov/controller/acfr.html"
"Texas","TX","City of Irving","Municipality","2018","General Economic Development - Chapter 380","General Economic Development","Chapter 380 of the Texas Local Government Code","City of Irving","Property Tax; Sales Tax","(not specified)","(not specified)","$9,840,169","$0","$9,840,169","Active","(none)",""
"Texas","TX","City of Irving","Municipality","2018","Tax Abatement - Chapter 312","Residential tax relief","Chapter 312 of the Texas Tax Code","City of Irving","Property Tax","(not specified)","(not specified)","$68,260","$0","$68,260","Active","(none)",""
"Texas","TX","City of Plano","Municipality","2018","Economic Development","General Economic Development","Chapter 380 of the Texas Local Government Code","City of Plano","Property Tax","(not specified)","(not specified)","$12,622,684","$0","$12,622,684","Active","(none)",""
"Texas","TX","City of Plano","Municipality","2018","Tax Increment Financing (TIF)","General Economic Development (TIF)","Chapter 311 of the State of Texas Code","City of Plano","Property Tax - TIF","(not specified)","(N/A - TIF)","$3,443,743","$0","$3,443,743","Active","(none)",""
"Texas","TX","City of Plano","Municipality","2018","Tax Abatements","Residential tax relief","Chapter 312 of the Texas Tax Code","City of Plano","Real Property Tax; Business Personal Property Tax","(not specified)","(not specified)","$1,983,698","$0","$1,983,698","Active","(none)",""
"Texas","TX","City of San Antonio","Municipality","2018","Economic Development Incentive Fund (EDIF) Program","General Economic Development","Chapter 380 of the Texas Local Government Code","City of San Antonio","Real and/or Personal Property Tax","Assessment reduction","Agreement termination","$1,039,000","$0","$1,039,000","Active","(none)","https://www.sanantonio.gov/Finance/bfi/annual-report"
"Texas","TX","City of San Antonio","Municipality","2018","City Tax Abatement Program - Chapter 312","Job Creation/Retention","Chapter 312 of the Texas Tax Code","City of San Antonio","Real Property Tax; Business Personal Property Tax","Assessment reduction; credit","Agreement termination","$4,665,000","$0","$4,665,000","Active","(none)","https://www.sanantonio.gov/Finance/bfi/annual-report"
"Texas","TX","City of San Antonio","Municipality","2018","Tax Increment Financing (TIF) Program - Non-Center City Housing Incentive Policy","Real estate development (commercial)","Chapter 311, 312 of the Texas Tax Code; Chapter 380 of the Local Government Code","City of San Antonio","Real and/or Personal Property Tax","Tax reimbursement","(N/A - TIF)","$780,000","$0","$780,000","Active","(none)","https://www.sanantonio.gov/Finance/bfi/annual-report"
"Texas","TX","City of San Antonio","Municipality","2018","Tax Increment Financing (TIF) Program - Center City Housing Incentive Policy","Real estate development (commercial)","Chapter 311 of the Texas Tax Code; Chapter 380 of the Local Government Code","City of San Antonio","Real and/or Personal Property Tax","Tax reimbursement","(N/A - TIF)","$1,346,000","$0","$1,346,000","Active","(none)","https://www.sanantonio.gov/Finance/bfi/annual-report"
"Texas","TX","Collin County","County","2018","Various tax abatement agreements","Business attraction/retention/expansion","Section 312 of the State of Texas Tax Code","Collin County,  Texas","Property Tax","Tax Abatement","no provisions for recapture","$1,194,618","$0","$1,194,618","Active","23 businesses listed in CAFR",""
"Texas","TX","Dallas County","County","2018","Historic Preservation Projects","Job Creation/Retention","(not specified)","Dallas County, Texas","Property Tax","Tax Abatement","(not specified)","$201,000","$0","$201,000","Active","(none)","https://www.dallascounty.org/departments/auditor/acfr.php"
"Texas","TX","Dallas County","County","2018","Housing Projects","Job Creation/Retention","(not specified)","Dallas County, Texas","Property Tax","Tax Abatement","(not specified)","$240,000","$0","$240,000","Active","(none)","https://www.dallascounty.org/departments/auditor/acfr.php"
"Texas","TX","Dallas County","County","2018","Economic Development Projects","Job Creation/Retention","(not specified)","Dallas County, Texas","Property Tax","Tax Abatement","(not specified)","$489,000","$0","$489,000","Active","(none)","https://www.dallascounty.org/departments/auditor/acfr.php"
"Texas","TX","El Paso County","County","2018","Chapter 381 Agreements","General Economic Development","Texas Local Government Code, Chapter 381","El Paso County,  Texas","Property Tax; Sales, Use, or Occupational Taxes","Tax Rebate","If a project is not completed as specified, or the terms of the agreement are not met, the County has the right to cancel or amend agreements, recapture any rebated or exempted taxes, and assess penalty payments for the amounts previously secured by County liens against the property and all previously waived fees and abated/rebated taxes shall become due to the County.","$1,795,639","$0","$1,795,639","Active","Recipients above a threshold are listed in CAFR",""
"Texas","TX","El Paso County","County","2018","Agreement with Hotel Don Quixote","(not specified)","(not specified)","City of El Paso, Texas","Property Tax","Tax Abatement","(not specified)","$53,487","$0","$53,487","Passive","(none)",""
"Texas","TX","Fort Bend County","County","2018","Chapter 312 Agreements","Job Creation/Retention","Texas Property Code Chapter 312","Fort Bend County,  Texas","Property Tax","Tax Abatement","Any abatement agreement may be terminated and all taxes previously abated by virtue of the agreement will be recaptured and paid within thirty (30) days of the termination in the event that the company or individual violates the agreement.","$1,572,974","$0","$1,572,974","Active","(none)",""
"Texas","TX","Harris County","County","2018","Property Redevelopment and Tax Abatement Act","Job Creation/Retention","Property Redevelopment and Tax Abatement Act, Chapter 312","Harris County,  Texas","Property Tax","Tax Abatement","termination of the agreement in the event its counterparty discontinues producing product as well as recapturing Property Tax abated in that calendar year","$178,521","$0","$178,521","Active","CAFR provided breakdown by unnamed recipients: ""two ... were manufacturing facilities, which were granted exemptions that converted to property tax abatements ranging from $17,922 to $144,213 and totaling $162,135. Two of the entities were a regional distribution facilities, which were also granted an exemption that converted to a property tax abatement of $16,385.""","https://auditor.testint.hctx.net/Pages/CAFR.aspx"
"Texas","TX","Hidalgo County","County","2018","Chapter 311 Tax Increment Reinvestment Zone (TIRZ); Chapter 312 Tax abatement agreements; Chapter 381 agreements","General Economic Development","Tax Code Chapter 311, Tax Code Chapter 312, and Local Government Code Chapter 381","Hidalgo County,  Texas","Property Tax","Tax Abatement","(not specified)","$5,439,131","$0","$5,439,131","Active","(none)",""
"Texas","TX","Katy Independent School District","School district","2018","Foreign Trade Zone Exemption","General Economic Development","Federal Law at 19 USC 81 O (e)","Katy Independent School District","Property Tax Tax","Tax Exemption","(not specified)","$186,283","$63,454","$122,829","Active","CAFR does not disclose the amount of state funding that is to be provided.",""
"Texas","TX","Montgomery County","County","2018","Chapter 312 Agreements","Job Creation/Retention","Texas Tax Code, Title 3. Subtitle B, Chapter 312","Montgomery County,  Texas","Property Tax","Tax abatements","(not specified)","$2,276,553","$0","$2,276,553","Active","Including 20 entities",""
"Texas","TX","Port Arthur Independent School District","School district","2018","Chapter 313","General Economic Development","(not specified)","Port Arthur Indep School District","Property Tax","(not specified)","(not specified)","$44,452,984","$0","$44,452,984","Active","(none)",""
"Texas","TX","Tarrant County","County","2018","Mixed Use Development","General Economic Development","Chapter 312 of the Texas Property Tax Code, Property Redevelopment and Tax Abatement Act","Tarrant County,  Texas","Property Tax Property Tax","Reduction in assessed value","Some agreements provide for repayment of forgone taxes if the business fails to meet certain criteria.","$63,000","$0","$63,000","Active","$23,000 for hospital district",""
"Texas","TX","Tarrant County","County","2018","Multi-Family Residential Development","General Economic Development","Chapter 312 of the Texas Property Tax Code, Property Redevelopment and Tax Abatement Act","Tarrant County,  Texas","Property Tax Property Tax","Reduction in assessed value","(not specified)","$111,000","$0","$111,000","Active","$53,000 for hospital district",""
"Texas","TX","Tarrant County","County","2018","Retail Facility","General Economic Development","Chapter 312 of the Texas Property Tax Code, Property Redevelopment and Tax Abatement Act","Tarrant County,  Texas","Property Tax Property Tax","Reduction in assessed value","Some agreements provide for repayment of forgone taxes if the business fails to meet certain criteria.","$135,000","$0","$135,000","Active","$58,000 for hospital district",""
"Texas","TX","Tarrant County","County","2018","Convention Center Hotel","General Economic Development","Chapter 312 of the Texas Property Tax Code, Property Redevelopment and Tax Abatement Act","Tarrant County,  Texas","Property Tax Property Tax","Reduction in assessed value","Some agreements provide for repayment of forgone taxes if the business fails to meet certain criteria.","$158,000","$0","$158,000","Active","(none)",""
"Texas","TX","Tarrant County","County","2018","Corporate Offices/Data Center","General Economic Development","Chapter 312 of the Texas Property Tax Code, Property Redevelopment and Tax Abatement Act","Tarrant County,  Texas","Property Tax Property Tax","Reduction in assessed value","Some agreements provide for repayment of forgone taxes if the business fails to meet certain criteria.","$572,000","$0","$572,000","Active","$169,000 for hospital district",""
"Texas","TX","Tarrant County","County","2018","Manufacturing Facility","General Economic Development","Chapter 312 of the Texas Property Tax Code, Property Redevelopment and Tax Abatement Act","Tarrant County,  Texas","Property Tax Property Tax","Reduction in assessed value","Some agreements provide for repayment of forgone taxes if the business fails to meet certain criteria.","$1,175,000","$0","$1,175,000","Active","$563,000 for hospital district",""
"Texas","TX","Texas","State","2018","Agricultural and Timber Programs: Timber Products","Agricultural development","Texas Tax Code Section 151.3162","State of Texas","Sales and Use Tax","Tax Exemption","(no provisions for recapture)","$31,600,000","$0","$31,600,000","Active","(none)",""
"Texas","TX","Texas","State","2018","Agricultural and Timber Programs: Farm/Timber Use-Motor Vehicle","Agricultural development","Texas Tax Code Section 152.091","State of Texas","Motor Vehicle Sales and use Tax","Tax Exemption","(no provisions for recapture)","$33,795,000","$0","$33,795,000","Active","(none)",""
"Texas","TX","Texas","State","2018","Agricultural and Timber Programs: Agricultural Machinery and Equipment","Agricultural development","Texas Tax Code Section 151.316","State of Texas","Sales and Use Tax","Tax Exemption","(no provisions for recapture)","$117,000,000","$0","$117,000,000","Active","(none)",""
"Texas","TX","Texas","State","2018","Agricultural and Timber Programs: Agircultural Products Not Covered by Blanket Exemptions","Agricultural development","Texas Tax Code Section 151.316","State of Texas","Sales and Use Tax","Tax Exemption","(no provisions for recapture)","$553,500,000","$0","$553,500,000","Active","(none)",""
